Order Number,Item,Frequency
18016,里 劳尼 教授,5
18017,里 发现,5
18018,里 发出 的,5
18019,开始 向,5
18020,冥想 盆 里,5
18021,里 发生 的,5
18022,里 含,5
18023,开学 前,5
18024,里 和,5
18025,若 无,5
18026,里 唯一,5
18027,里 响起 了,5
18028,里 含 着,5
18029,开始 朝,5
18030,人 回答,5
18031,人 啊,5
18032,人 听见,5
18033,一起 喝,5
18034,里 嗡嗡 作响,5
18035,开心 极 了,5
18036,里 所有 的,5
18037,里 找到,5
18038,里 所有,5
18039,里 弥漫 着,5
18040,开心 极,5
18041,里 抽,5
18042,里 抽出 一,5
18043,异常 的,5
18044,弄 一,5
18045,冲上 前去,5
18046,里 摸索,5
18047,里 掉,5
18048,弄 不 清,5
18049,人 就 是,5
18050,人 失望,5
18051,里 时,5
18052,里 救,5
18053,弄 明白,5
18054,里 有 人,5
18055,里 消失,5
18056,里 点,5
18057,里 没有 人,5
18058,里 有 一 股,5
18059,冷 了,5
18060,里 的 其他,5
18061,弗农 姨父 也,5
18062,弗农 姨父 咆哮,5
18063,冷冰冰 地 说,5
18064,冷 得,5
18065,人 尴尬 的,5
18066,不得不 在,5
18067,里 紧紧,5
18068,里 等 着,5
18069,里 穿行,5
18070,里 装,5
18071,里 蹿 了,5
18072,弗立维 教授 的,5
18073,弗农 姨父 用,5
18074,里 顿时,5
18075,里 闪烁,5
18076,里 飞 了,5
18077,弗雷德 把,5
18078,弗雷德 对,5
18079,人 希望,5
18080,里德尔 是,5
18081,里面 关 着,5
18082,里面 关,5
18083,里德尔 在,5
18084,张 嘴,5
18085,重 的,5
18086,张 了 张嘴,5
18087,冻 得,5
18088,重要 的 是,5
18089,重要 了,5
18090,重新 回到,5
18091,准备 一,5
18092,冷静 地 说,5
18093,不怀好意 的,5
18094,一起 来,5
18095,蛇 说话,5
18096,金色 的 东西,5
18097,钥匙孔 里,5
18098,钥匙 插进,5
18099,钻 过去,5
18100,钻 了 出来,5
18101,张 着 嘴巴,5
18102,张 的,5
18103,钻机 的,5
18104,钻心 剜骨,5
18105,张 长长 的,5
18106,张 长长,5
18107,锁 着,5
18108,铺 在,5
18109,凉爽 的,5
18110,准确 地,5
18111,锁链 的,5
18112,锃亮 的,5
18113,锁 着 的,5
18114,凛冽 的,5
18115,长 得 像,5
18116,凑 得,5
18117,长 着 一 张,5
18118,长 睡衣,5
18119,弹开 了,5
18120,弯 着,5
18121,长 腔,5
18122,几 个 字,5
18123,人 正,5
18124,人 来 了,5
18125,人 有,5
18126,门 外 的,5
18127,门 走去,5
18128,几 个 座位,5
18129,几 个 学生,5
18130,门厅 时,5
18131,门口 站,5
18132,门口 的,5
18133,当 我们,5
18134,门口 站 着,5
18135,当上 了,5
18136,几 件 事,5
18137,人 用,5
18138,人 毛骨悚然,5
18139,闪闪 不,5
18140,闪耀 着,5
18141,闪 过 一,5
18142,闭 着 眼睛,5
18143,闭 着,5
18144,闪闪 还,5
18145,问 了 一 遍,5
18146,当然 没,5
18147,当然 不 是,5
18148,当成 了,5
18149,不止 这些,5
18150,不止 他 一 个 人,5
18151,一起 坐 在,5
18152,一 分 一 秒,5
18153,一 分 一,5
18154,一 个 事实,5
18155,一 个 主意,5
18156,被 学校,5
18157,问问 他,5
18158,问 问题,5
18159,问 得,5
18160,问题 上,5
18161,形 的,5
18162,间 空 教室,5
18163,往上 走,5
18164,往前 一,5
18165,往上 爬,5
18166,人 离开,5
18167,阴沉 了,5
18168,往后 退 了,5
18169,阵 刺耳 的,5
18170,径直 穿过,5
18171,往后 站,5
18172,阵 大 笑,5
18173,阻止 了 他,5
18174,阵 响亮,5
18175,几 步 远 的 地方,5
18176,几 步 远 的,5
18177,不满 的,5
18178,附近 的,5
18179,除非 有,5
18180,除了 哈利,5
18181,很 不 自然 地,5
18182,很 不 耐烦,5
18183,隔墙 走去,5
18184,很 别扭,5
18185,隧道 里,5
18186,几乎 一,5
18187,难过 地 说,5
18188,很 厉害 的,5
18189,几 门,5
18190,难道 是,5
18191,难道 我,5
18192,集中 意念,5
18193,几乎 把,5
18194,被 风,5
18195,雨 下 得,5
18196,雨 下,5
18197,需要 一些,5
18198,雷鸣般 的,5
18199,很 多,5
18200,人 说 他,5
18201,人 试图,5
18202,不然 我 就,5
18203,一边 仔细,5
18204,需要 在,5
18205,需要 休息,5
18206,需要 的 是,5
18207,需要 的 东西,5
18208,需要 有 人,5
18209,凤凰 的,5
18210,很 少,5
18211,裹 在,5
18212,霍格沃茨 城堡,5
18213,霍格沃茨 学生,5
18214,很 强 的,5
18215,凭空 编造,5
18216,人 身边,5
18217,人 跟踪,5
18218,霍格沃茨 的 学生,5
18219,露出 一 丝,5
18220,霍琦 女士 说,5
18221,很 快 就 会 知道,5
18222,非常 严肃 地,5
18223,非常 喜欢,5
18224,非常 害怕,5
18225,非常 困难,5
18226,很 明亮,5
18227,很 感 兴趣 地,5
18228,出 一 片,5
18229,不用 说,5
18230,非常 生气,5
18231,非常 满意,5
18232,非常 正确,5
18233,非常 震惊,5
18234,很 有用 的,5
18235,非洲 树,5
18236,很 有用,5
18237,很 是,5
18238,靠近 了,5
18239,靠 它,5
18240,面临 的,5
18241,靠 在 墙 上,5
18242,很 简单,5
18243,很 瘦,5
18244,出 了 一,5
18245,韦斯 莱 一 家 和,5
18246,韦斯莱 先生 正,5
18247,很 聪明,5
18248,韦斯莱 先生 笑,5
18249,很 能 说明,5
18250,很 能,5
18251,很 老 了,5
18252,很 老,5
18253,韦斯莱 夫人 从,5
18254,要 在 这里,5
18255,韦斯莱 夫人 和 比尔,5
18256,很 能 说明 问题,5
18257,韦斯莱 夫人 说 着,5
18258,韦斯莱 夫人 用,5
18259,出去 的,5
18260,人 闯进 了,5
18261,不管 你,5
18262,一边 使劲,5
18263,一辈子 都,5
18264,韦斯莱 魔法 把戏,5
18265,顺便 说,5
18266,项目 中,5
18267,很 顺利,5
18268,顺便 说 一 句,5
18269,顺便 说 一,5
18270,预防 措施,5
18271,额外 的,5
18272,领先 五十分,5
18273,得 一干二净,5
18274,出现 一,5
18275,出来 吧,5
18276,额头 的,5
18277,颤抖 的 声音 说,5
18278,得 严严实实,5
18279,得 不 能,5
18280,飞 了 进来,5
18281,飞 得 太,5
18282,得 他们,5
18283,飞到 空中,5
18284,飞 进来,5
18285,飞天 扫帚 护理 工具箱,5
18286,得 出奇 的,5
18287,出生 的,5
18288,出现 在 他们,5
18289,出来 吗,5
18290,饲养 火龙,5
18291,出门 时,5
18292,饿 了,5
18293,得 吓人 的,5
18294,马尔福 也,5
18295,分 一 秒,5
18296,分 一,5
18297,人物 表,5
18298,马尔福 大声,5
18299,马尔福 先生 说,5
18300,马尔福 的 胳膊,5
18301,得 够,5
18302,马桶 里,5
18303,得 多么,5
18304,得 多 的,5
18305,骑上 扫帚,5
18306,马身 有 翼兽 的,5
18307,分到 了,5
18308,不耐烦 地 说,5
18309,不管 是 谁,5
18310,高 的 地方,5
18311,高兴 看见,5
18312,高深 的,5
18313,得 很 大,5
18314,得 好 吗,5
18315,高高 举,5
18316,鬈发 的,5
18317,得 我们,5
18318,得 惊人,5
18319,则 是,5
18320,魁地奇 精品 店,5
18321,魁地奇 精品,5
18322,覆盖 的,5
18323,魔杖 中,5
18324,魔头 的,5
18325,刚 开始,5
18326,魔杖 和,5
18327,魔杖 朝,5
18328,魔杖 指向,5
18329,刚 给,5
18330,什么 也 不 能,5
18331,什么 也 不 知道,5
18332,魔法 书,5
18333,得 漂亮,5
18334,魔法 和,5
18335,魔法 学校 副校长,5
18336,得 离,5
18337,得 看,5
18338,得 满脸 放光,5
18339,魔法 学校 黑,5
18340,魔法 学校 黑 魔法 防御,5
18341,魔法 学校 黑 魔法 防御 术,5
18342,魔法 学校 黑 魔法,5
18343,得 耀眼,5
18344,魔法 教育,5
18345,魔法 的 眼球,5
18346,魔法 把戏,5
18347,刚才 发生 的 事,5
18348,刚才 一直 在,5
18349,得 说 不 出 话 来,5
18350,得 说 不 出 话,5
18351,得 说 不 出,5
18352,魔法部 官员,5
18353,魔法史 课,5
18354,得 赶紧,5
18355,得 说 不,5
18356,魔药 课 老师,5
18357,魔药 课 教师,5
18358,鳄鱼皮 手袋,5
18359,得 这样,5
18360,刚才 看见,5
18361,什么 也 看 不 见 了,5
18362,什么 东西 从,5
18363,一边 走,5
18364,一 把 抓住 了,5
18365,麻烦 你,5
18366,麻木 的,5
18367,麦格 教授 对,5
18368,麦格 教授 又,5
18369,麻瓜们 的,5
18370,微微 摇晃,5
18371,利多 才,5
18372,利多 告诉,5
18373,不过 没 关系,5
18374,黑 又,5
18375,黑 魔头 的,5
18376,微微 颤抖 着,5
18377,黑夜 里,5
18378,德 思礼 先生,5
18379,黑魔法 防御,5
18380,利多 看,5
18381,利多 的 脸,5
18382,什么 动物,5
18383,不过 没,5
18384,鼹鼠 皮大衣,5
18385,鼓掌 欢呼,5
18386,鼻子 也,5
18387,鼻尖 上,5
18388,龙飞凤舞 地,5
18389,心 突然,5
18390,利多 站 在,5
18391,利多 站 了 起来,5
18392,心急火燎 地,5
18393,别 了,5
18394,心目 中 的,5
18395,心目 中,5
18396,别 出声,5
18397,利多 面前,5
18398,利多 站 了,5
18399,必须 待 在,5
18400,必须 待,5
18401,必要 的,5
18402,忍 着 笑,5
18403,心里 一,5
18404,什么 地方 了,5
18405,七 把,5
18406,忘 得 一干二净,5
18407,什么 声音,5
18408,什么 地方 去 了,5
18409,忙不迭 地,5
18410,忧心忡忡 地,5
18411,忧伤 地,5
18412,别 胡扯,5
18413,与 吸血鬼 同,5
18414,快 从,5
18415,快 告诉,5
18416,别 走,5
18417,别 说 傻话 了,5
18418,快 就 会 知道,5
18419,别 问,5
18420,快 得 多,5
18421,别人 看见,5
18422,与 吸血鬼 同 船 旅行,5
18423,与 吸血鬼 同 船,5
18424,与 吸血鬼,5
18425,快 活,5
18426,快 要 死,5
18427,别的 事情,5
18428,快 越 好,5
18429,快 越,5
18430,别犯傻 了,5
18431,快活 地 说,5
18432,快速 地,5
18433,到 一起,5
18434,到 一半,5
18435,念 了 一 个,5
18436,怀疑 到,5
18437,怀疑 地 说,5
18438,到 下面 的,5
18439,到 下课,5
18440,与 狼人,5
18441,与 她,5
18442,万圣节 前夕 的,5
18443,一 把 火 弩箭,5
18444,到 什么 地方,5
18445,怎么 做 呢,5
18446,到 什么 地方 去,5
18447,什么 玩意儿,5
18448,怎么 知道 他,5
18449,怎么 没,5
18450,到 哪儿 去 了,5
18451,什么 特别 的,5
18452,怒气冲冲 的,5
18453,怎样 被,5
18454,怕 他,5
18455,怔住 了,5
18456,到 学校,5
18457,到 头,5
18458,到 地板 上,5
18459,记 在,5
18460,思考 的,5
18461,思礼 先生,5
18462,怨恨 地 说,5
18463,到 目前,5
18464,今天 不,5
18465,丑陋 的 大,5
18466,与 那个,5
18467,怪 的,5
18468,怯生生 地,5
18469,总 喜欢,5
18470,到 这 一,5
18471,到 目前 为止,5
18472,总 想,5
18473,总 有 一 天 会,5
18474,到 这 一 点,5
18475,今天 夜里,5
18476,总是 说,5
18477,总是 很,5
18478,恐怕 不,5
18479,到 这里 来 的,5
18480,到 那个,5
18481,恨 他,5
18482,到 那儿,5
18483,今年 的,5
18484,三 个 脑袋 的 大 狗,5
18485,三 个 脑袋 的 大,5
18486,词 的,5
18487,恼怒 的,5
18488,恼怒 地,5
18489,到 魔法 部,5
18490,到 霍格莫德,5
18491,恼火 了,5
18492,悄 无 声息,5
18493,悄 无,5
18494,介意 吧,5
18495,今晚 我,5
18496,您 了,5
18497,悄悄 溜,5
18498,到底 想 干,5
18499,到底 想 干 什么,5
18500,悬挂 在,5
18501,仍然 不,5
18502,仍 能,5
18503,世界杯赛 的,5
18504,一 抬头,5
18505,一 抖,5
18506,一 副 得意洋洋,5
18507,一 副 很,5
18508,情况 是,5
18509,惊慌失措 的,5
18510,到来 的,5
18511,惊讶 地 问,5
18512,刺激 的,5
18513,想 一 个,5
18514,仍然 能,5
18515,仍然 用,5
18516,丛生 的,5
18517,想 他们,5
18518,想 了解,5
18519,该 走 了,5
18520,想 偷偷,5
18521,前夕 的,5
18522,前 被,5
18523,仍然 认为,5
18524,语气 沉重 地,5
18525,想 向,5
18526,想 呢,5
18527,前面 是,5
18528,想 当,5
18529,剥落 的,5
18530,从 人群 中,5
18531,东西 吃,5
18532,三 名,5
18533,想 挣脱,5
18534,剩下 一,5
18535,想 是 吧,5
18536,想 提醒,5
18537,想 看到,5
18538,剪 下来 的,5
18539,剪 下来,5
18540,从 什么 地方,5
18541,副 得意洋洋,5
18542,想 要 一,5
18543,想 给 你,5
18544,副 很,5
18545,办公室 呢,5
18546,想 让 他们,5
18547,想 让 它,5
18548,想 让 哈利,5
18549,办法 就,5
18550,东西 朝,5
18551,东西 是 什么,5
18552,东西 放,5
18553,办法 把,5
18554,想 这 件 事,5
18555,想 问问 你,5
18556,想 这 件,5
18557,办法 就 是,5
18558,想到 他们,5
18559,加入 到,5
18560,从 伏地魔 的,5
18561,想到 这 一 点,5
18562,想到 这 一,5
18563,想到 要,5
18564,想想 看,5
18565,加快 脚步,5
18566,加快 了 脚步,5
18567,东西 砸,5
18568,东西 正,5
18569,三 年 前,5
18570,三 叶草,5
18571,想要 的 东西,5
18572,动 了 动,5
18573,动 一,5
18574,愁眉苦脸 地,5
18575,惹恼 了,5
18576,动物 委员会,5
18577,加摩 的,5
18578,动身 去,5
18579,努力 让 自己,5
18580,势力 的,5
18581,努力 让,5
18582,动物园 里,5
18583,从 口袋 里 抽出,5
18584,感到 心里,5
18585,感到 羞愧,5
18586,感到 自己 的,5
18587,感到 紧张,5
18588,勇士 是,5
18589,感觉 不,5
18590,感觉 到 它,5
18591,感觉 到 他,5
18592,包厢 的 门,5
18593,感觉 就,5
18594,感觉 怎么样,5
18595,包厢 门,5
18596,从 哪里,5
18597,愤愤不平 地,5
18598,愿意 告诉,5
18599,愿意 听,5
18600,愿意 把,5
18601,匆匆 离开 了,5
18602,从 图书馆,5
18603,从 哪儿 来 的,5
18604,从 哪儿 来,5
18605,丝 不,5
18606,慈爱 地 说,5
18607,慌慌 张张 地,5
18608,慢 动作,5
18609,慢 了,5
18610,慌慌 张张,5
18611,医院 的,5
18612,从 墙 上,5
18613,从 城堡,5
18614,懂 的,5
18615,十 分钟 就,5
18616,从 大,5
18617,从 壁炉,5
18618,两 个 大拇指,5
18619,我 一样,5
18620,我 一直 在 想,5
18621,十分 坚决,5
18622,十六 岁 的,5
18623,我 不 想 让,5
18624,十足 地,5
18625,我 不 记得,5
18626,我 不 知道 是,5
18627,我 不 知道 怎么,5
18628,十字 车站 的,5
18629,两 个 巫师,5
18630,两 个 双胞胎,5
18631,三 年级 时,5
18632,一 摆,5
18633,我 也 要,5
18634,我 两,5
18635,我 亲眼 看见,5
18636,我 亲眼,5
18637,我 介绍,5
18638,半夜 里,5
18639,半 是,5
18640,升降梯 的,5
18641,我 估计,5
18642,我 保证,5
18643,单调 的,5
18644,我 决定,5
18645,单间 的,5
18646,从 斗篷,5
18647,我 出,5
18648,南瓜 馅饼,5
18649,我 刚才 在,5
18650,从 树林,5
18651,我 去 看看,5
18652,我 原,5
18653,我 参加,5
18654,占据 了,5
18655,从 树丛,5
18656,两 人 的,5
18657,两 人 一,5
18658,我 只 有,5
18659,我 受,5
18660,我 可以 告诉,5
18661,卡住 了,5
18662,我 可怜 的,5
18663,我 可怜,5
18664,我 可能,5
18665,我 可以 告诉 你,5
18666,卢平 把,5
18667,卢平 在,5
18668,卢修斯•马尔福 的,5
18669,从 楼梯 上,5
18670,我 大概,5
18671,我 喝,5
18672,我 呀,5
18673,我 家里,5
18674,我 就 一直,5
18675,危险 生物,5
18676,危险 动物 委员会,5
18677,危险 动物,5
18678,我 就 要,5
18679,危险 生物 委员会,5
18680,从 眼前,5
18681,从 洞口,5
18682,两 倍,5
18683,一 双 脚,5
18684,我 并,5
18685,我 干 的,5
18686,即将 到来 的,5
18687,我 建议 你们,5
18688,我 建议 你,5
18689,却 把,5
18690,从 罗恩 的,5
18691,我 得 去,5
18692,我 很 快,5
18693,我 忘记 了,5
18694,我 怀疑 他,5
18695,厉声 吼道,5
18696,厄里斯 魔镜,5
18697,却 被,5
18698,从 箱子 里,5
18699,我 想 他们,5
18700,我 想 看看,5
18701,我 想 是 吧,5
18702,压低 了,5
18703,我 想起,5
18704,我 承认,5
18705,厌倦 了,5
18706,压抑 的,5
18707,厉害 的 一,5
18708,三 级,5
18709,我 指,5
18710,我 抓住,5
18711,我 提醒,5
18712,厚 的,5
18713,厚 书,5
18714,厌烦 的,5
18715,我 无法,5
18716,我 敢 说 他,5
18717,我 明天,5
18718,原先 的,5
18719,从 门边,5
18720,我 是 怎么,5
18721,我 替,5
18722,我 最 喜欢,5
18723,我 曾经,5
18724,我 是 你 的,5
18725,我 是 不 是,5
18726,两 旁,5
18727,我 来 告诉,5
18728,我 最后,5
18729,我 来 告诉 你,5
18730,去 了 哪里,5
18731,去 不,5
18732,我 父母,5
18733,我 留下,5
18734,我 现在 就,5
18735,我 没有 看见,5
18736,从 马车,5
18737,一 早,5
18738,一 双 袜子,5
18739,一 个 更,5
18740,一 个 多,5
18741,一 个 声音 在,5
18742,我 的 卧室,5
18743,我 的 儿子,5
18744,我 的 信,5
18745,我 的 手,5
18746,去 哪儿 呢,5
18747,去 告诉,5
18748,我 的话,5
18749,我 的 话,5
18750,我 看见 了,5
18751,去 干,5
18752,去 帮,5
18753,从来 没有 见 过,5
18754,我 真 想 知道,5
18755,我 真 是 太,5
18756,去 斯莱特林,5
18757,去 拿 隐形 衣,5
18758,去 拿 隐形,5
18759,我 第一,5
18760,去 的 地方,5
18761,我 简直,5
18762,我 第一 次,5
18763,仔细 一,5
18764,我 给 你,5
18765,我 给 他,5
18766,我 绝对,5
18767,去 看看 他,5
18768,我 能 跟,5
18769,去 睡觉 了,5
18770,仔细 地 打量,5
18771,从没有 见 过,5
18772,从没有 见,5
18773,上 什么,5
18774,我 要 跟,5
18775,去 通知,5
18776,去 礼堂,5
18777,我 认为 不 是,5
18778,我 见 过 的 最,5
18779,我 认为 是,5
18780,我 认识,5
18781,去年 就,5
18782,仔细 看 着,5
18783,仔细 地 看,5
18784,赫敏 气喘吁吁 地,5
18785,我 身上,5
18786,我 走 了,5
18787,我 请,5
18788,又 一 次 被,5
18789,他 一 头,5
18790,两 颗,5
18791,一 星期 后,5
18792,我们 三 个,5
18793,我 马上 就,5
18794,我们 两,5
18795,我们 不妨,5
18796,他 一 把 抓住,5
18797,我们 以后,5
18798,我们 了,5
18799,我们 准备,5
18800,我们 先,5
18801,我们 到 了,5
18802,又 发现,5
18803,又 发出 一,5
18804,又 去,5
18805,又 匆匆,5
18806,严密 的,5
18807,又 发生 了,5
18808,又 发生,5
18809,我们 听,5
18810,我们 大概,5
18811,又 听见 了,5
18812,他 一点儿 也 不,5
18813,我们 很 快 就,5
18814,我们 很 快,5
18815,我们 得 走,5
18816,我们 总算,5
18817,又 喝 了,5
18818,又 响 了,5
18819,个 一,5
18820,上 保护 神奇 动物 课,5
18821,赫敏用 一 种,5
18822,我们 是 不,5
18823,我们 正,5
18824,他 一眼,5
18825,我们 知道 你,5
18826,我们 能 不 能,5
18827,我们 能 不,5
18828,我们 真的,5
18829,又 把 它,5
18830,他 下,5
18831,个 世纪 以来,5
18832,上 冒出,5
18833,我们 进去,5
18834,战战兢兢 地,5
18835,或者是 因为,5
18836,我们 这边,5
18837,又 有 了,5
18838,戴 一,5
18839,戴上 眼镜,5
18840,戴 着 眼镜,5
18841,又 疼,5
18842,又 用 魔杖,5
18843,又 是 怎么,5
18844,上 其他 同学,5
18845,一 本 名叫,5
18846,一 星期 前,5
18847,所 知道 的,5
18848,所 知道,5
18849,所有 人 的,5
18850,所有 那些,5
18851,所有 的 事情,5
18852,所在 的 地方,5
18853,又 补充,5
18854,手 把,5
18855,手 从,5
18856,又 走,5
18857,手 捂住 嘴巴,5
18858,又 转向 哈利,5
18859,他 不再,5
18860,他 不仅,5
18861,手 里 举 着,5
18862,手 里 举,5
18863,又 过 了,5
18864,手 里 紧紧,5
18865,手指 间,5
18866,手忙脚乱 地,5
18867,手 里 的 魔杖,5
18868,又 过,5
18869,个 人 坐,5
18870,上 剪,5
18871,手里 的,5
18872,手里 攥 着,5
18873,手里 攥,5
18874,手腕 上,5
18875,及 其,5
18876,又 黑 又,5
18877,个 人 坐 在,5
18878,才 算,5
18879,才 终于,5
18880,双 小,5
18881,双 大,5
18882,友好 的,5
18883,扑 了,5
18884,双 手 捂,5
18885,个 人 站 在,5
18886,个 人 站,5
18887,上 剪 下来 的,5
18888,打 一,5
18889,双 腿,5
18890,他 也 就,5
18891,他 也 会,5
18892,他 也 没有,5
18893,发 不,5
18894,个 人 被,5
18895,个 人 能,5
18896,发 了 霉 的,5
18897,发 了 霉,5
18898,打开 了 一,5
18899,打听 到,5
18900,打开 它,5
18901,打开 了 密室,5
18902,发 签名 照片,5
18903,发 签名,5
18904,发 的,5
18905,他 买 的,5
18906,上 厕所,5
18907,上 剪 下来,5
18908,上 到处 都,5
18909,打开 过,5
18910,打扫 卫生,5
18911,打开 箱子,5
18912,起 身 来,5
18913,打量 着 他,5
18914,扔 着,5
18915,发出 一 声 刺耳 的,5
18916,发出 一 声 刺耳,5
18917,扫帚 上 的,5
18918,扫帚 把 上,5
18919,扫 过,5
18920,扔给 哈利,5
18921,个 人影,5
18922,扫视 了,5
18923,扭 过头,5
18924,扫帚 间,5
18925,扫帚 护理 工具箱,5
18926,找 不 到 他,5
18927,找 她,5
18928,找 你们,5
18929,找 他 的,5
18930,发现 自己 来到,5
18931,发现 我,5
18932,发现 它,5
18933,上 和,5
18934,找 的 东西,5
18935,承认 这,5
18936,找到 了 一,5
18937,找 球手 的,5
18938,把 三,5
18939,把 一 根,5
18940,把 东西,5
18941,把 一 只 手,5
18942,发现 自己 来到 了,5
18943,把 他 和,5
18944,把 他 干掉,5
18945,取出 一,5
18946,把 他们 带到,5
18947,取得 了,5
18948,他 低头 望 着,5
18949,他 低头 望,5
18950,把 你们 的,5
18951,把 全景,5
18952,受 的,5
18953,把 几,5
18954,把 刀子,5
18955,把 全景 望远镜,5
18956,把 剑,5
18957,把 别人,5
18958,受到 伤害,5
18959,受 过,5
18960,受 了 伤,5
18961,个 冰冷 的,5
18962,个 冰冷,5
18963,一 只 只,5
18964,一 只 凤凰,5
18965,一 个 月 来,5
18966,把 嘴巴,5
18967,把 哈利 从,5
18968,变出 一 个,5
18969,变出 了 黑魔 标记,5
18970,变出 了 黑魔,5
18971,变形 了,5
18972,他 儿子,5
18973,他 像 一,5
18974,把 巧克力,5
18975,把 小 天狼星 的,5
18976,把 它们 都,5
18977,变得 很,5
18978,变形 的,5
18979,把 摄魂怪,5
18980,把 抓住 了,5
18981,变得 通红,5
18982,他 决定,5
18983,个 双胞胎,5
18984,把 洛哈特,5
18985,叛乱 的,5
18986,把 猫头鹰,5
18987,变白 了,5
18988,变成 动物,5
18989,把 窗户,5
18990,口袋 里 抽出,5
18991,口味 的,5
18992,他 努力,5
18993,把 袜子,5
18994,把 衣服,5
18995,把 茶杯,5
18996,把 费尔奇,5
18997,古 灵阁,5
18998,把 这 只,5
18999,把 那 张,5
19000,句 咒语,5
19001,把 那 玩意儿,5
19002,把 那 条,5
19003,把 金妮,5
19004,句 话 吗,5
19005,他 又 一,5
19006,他 压低 声音,5
19007,个 古怪 的,5
19008,上 对,5
19009,把 门 关上 了,5
19010,另 一 位,5
19011,他 又 把,5
19012,把 隐形衣,5
19013,另 一 端,5
19014,他 又 问,5
19015,他 又 一 次,5
19016,抓 在 手 里,5
19017,抓 在 手,5
19018,抓 了 一,5
19019,把 魔杖 举,5
19020,另外 三,5
19021,抓住 了 他 的,5
19022,另外 两 个 人,5
19023,他 发现 自己,5
19024,他 双 手,5
19025,个 哆嗦,5
19026,抓住 你,5
19027,另外 几 个,5
19028,抓住 的,5
19029,他 只 是,5
19030,抓起 他 的,5
19031,抓起 他,5
19032,投进 了,5
19033,抓走 了,5
19034,折断 的,5
19035,报名 参加 争霸赛,5
19036,护理 工具箱,5
19037,抖动 起来,5
19038,只 只,5
19039,个 圆形,5
19040,上 戴,5
19041,抬头 一 看,5
19042,抬头 一,5
19043,抬眼 看 着,5
19044,抬眼 看,5
19045,抬头 望 着 他,5
19046,抬 起来,5
19047,只 手 里,5
19048,抱 着 双,5
19049,只 旧,5
19050,只 拳头,5
19051,只 手 紧紧,5
19052,抱怨 的,5
19053,躲避 着,5
19054,抵御 摄,5
19055,抱怨 说,5
19056,抱 着 双 臂,5
19057,抽 了 一,5
19058,抵御 摄 魂怪,5
19059,他 可以 感觉 到,5
19060,他 可以 感觉,5
19061,他 可以 听见,5
19062,抽出 自己,5
19063,抽出 他,5
19064,抽出 自己 的 魔杖,5
19065,抽动 着,5
19066,抽出 自己 的,5
19067,只 是 因为,5
19068,抽搐 的,5
19069,抽搐 了,5
19070,抽屉 里,5
19071,拄 着 拐杖,5
19072,抽水 马桶 里,5
19073,只 有 两,5
19074,他 吃,5
19075,担忧 的,5
19076,拉文 克劳队,5
19077,拉上 了,5
19078,只 猫头鹰 从,5
19079,个 多,5
19080,上 戴 着,5
19081,上 带 着 一 种,5
19082,一 条 通道,5
19083,转回 到,5
19084,只 看见,5
19085,拖 了,5
19086,拔 出来,5
19087,只 看,5
19088,他 听 不,5
19089,拖 着 长 腔,5
19090,拖 着 长,5
19091,拥有 一,5
19092,拴 着,5
19093,拴 在,5
19094,拥挤 的 走廊,5
19095,只 能 听见,5
19096,个 大 块头,5
19097,拼命 想 把,5
19098,拼命 把,5
19099,只 蝙蝠,5
19100,拿 了 一,5
19101,他 告诉 他们,5
19102,拿 在 手 里,5
19103,拿 的,5
19104,只 需,5
19105,拿 起来,5
19106,拿 隐形 衣,5
19107,拿 隐形,5
19108,只 高脚杯,5
19109,他 呼吸,5
19110,个 大拇指,5
19111,上 掉,5
19112,拿定 了,5
19113,拿定 了 主意,5
19114,拿定 主意,5
19115,拿出 魔杖,5
19116,拿起 他,5
19117,挂 着 一 个,5
19118,只是 觉得,5
19119,只是 因为,5
19120,只有 在,5
19121,指着 自己 的,5
19122,指着 自己,5
19123,挡 着,5
19124,挑选 一,5
19125,只有 当,5
19126,他 咬,5
19127,他 和 塞德里克,5
19128,挣扎 着 站,5
19129,挣脱 出来,5
19130,他 喃喃 地,5
19131,挥 了 挥,5
19132,挤出 一,5
19133,他 喃喃,5
19134,振作 起来,5
19135,捅 了 一下,5
19136,挪 了,5
19137,个 妖精,5
19138,个 女人 的 声音,5
19139,一 只 很,5
19140,捋 了 捋,5
19141,捏 得,5
19142,捋 了,5
19143,换上 了,5
19144,叫 回去,5
19145,掏 出来,5
19146,掏 了,5
19147,掉进 了,5
19148,掉 在 地上,5
19149,他 因为,5
19150,掏出 一 张,5
19151,探过 身子,5
19152,探 了 出来,5
19153,可 不 是 一,5
19154,他 在 哈利,5
19155,他 在 做 什么,5
19156,他 在 做,5
19157,接下来 是,5
19158,接下来 会,5
19159,可 去,5
19160,他 在 水,5
19161,接着 他们,5
19162,接着 他 又,5
19163,可 她,5
19164,接着 往下,5
19165,他 在 说 什么,5
19166,他 在 说,5
19167,他 在 哪儿,5
19168,他 在 一,5
19169,个 姑娘,5
19170,可 我们,5
19171,控制 住 自己,5
19172,他 在 这里,5
19173,他 在 这儿,5
19174,提 了,5
19175,可 没,5
19176,个 完全,5
19177,可 说,5
19178,提醒 过,5
19179,提高 警惕,5
19180,插 着 一,5
19181,可以 了,5
19182,可 这 是,5
19183,他 坚持,5
19184,上 有 一 道,5
19185,可以 使用,5
19186,可以 从,5
19187,搞 了,5
19188,可以 和,5
19189,他 大声 说,5
19190,搞 的,5
