Type,Pattern,Characters,Pinyin_Sequence,Num_Characters,Tones,Avg_Frequency,Difficulty,Tongue_Twister_Example,Notes
Aspiration_Contrast,zh-ch,站颤,zhan4-chan4,2,4,61,Medium,站站颤，颤颤站,Aspiration: zh vs ch
Aspiration_Contrast,g-k,公空,gong1-kong1,2,1,59,Medium,公公空，空空公,Aspiration: g vs k
Aspiration_Contrast,b-p,比匹,bi3-pi3,2,3,57,Medium,比比匹，匹匹比,Aspiration: b vs p
Aspiration_Contrast,g-k,告靠,gao4-kao4,2,4,57,Medium,告告靠，靠靠告,Aspiration: g vs k
Aspiration_Contrast,d-t,动痛,dong4-tong4,2,4,57,Medium,动动痛，痛痛动,Aspiration: d vs t
Aspiration_Contrast,zh-ch,中冲,zhong1-chong1,2,1,56,Medium,中中冲，冲冲中,Aspiration: zh vs ch
Aspiration_Contrast,d-t,打塔,da3-ta3,2,3,54,Medium,打打塔，塔塔打,Aspiration: d vs t
Aspiration_Contrast,zh-ch,转喘,zhuan3-chuan3,2,3,53,Medium,转转喘，喘喘转,Aspiration: zh vs ch
Aspiration_Contrast,b-p,变片,bian4-pian4,2,4,52,Medium,变变片，片片变,Aspiration: b vs p
Aspiration_Contrast,d-t,东通,dong1-tong1,2,1,51,Medium,东东通，通通东,Aspiration: d vs t
Aspiration_Contrast,j-q,金亲,jin1-qin1,2,1,50,Medium,金金亲，亲亲金,Aspiration: j vs q
Aspiration_Contrast,d-t,低梯,di1-ti1,2,1,45,Medium,低低梯，梯梯低,Aspiration: d vs t
Aspiration_Contrast,zh-ch,直持,zhi2-chi2,2,2,45,Medium,直直持，持持直,Aspiration: zh vs ch
Aspiration_Contrast,zh-ch,种宠,zhong3-chong3,2,3,42,Medium,种种宠，宠宠种,Aspiration: zh vs ch
Aspiration_Contrast,g-k,光框,guang1-kuang1,2,1,42,Medium,光光框，框框光,Aspiration: g vs k
Aspiration_Contrast,j-q,觉瘸,jue2-que2,2,2,41,Medium,觉觉瘸，瘸瘸觉,Aspiration: j vs q
Aspiration_Contrast,b-p,巴啪,ba1-pa1,2,1,40,Medium,巴巴啪，啪啪巴,Aspiration: b vs p
Aspiration_Contrast,d-t,嘟突,du1-tu1,2,1,39,Medium,嘟嘟突，突突嘟,Aspiration: d vs t
Aspiration_Contrast,d-t,迪提,di2-ti2,2,2,38,Medium,迪迪提，提提迪,Aspiration: d vs t
Aspiration_Contrast,d-t,但叹,dan4-tan4,2,4,35,Medium,但但叹，叹叹但,Aspiration: d vs t
Aspiration_Contrast,b-p,白排,bai2-pai2,2,2,33,Medium,白白排，排排白,Aspiration: b vs p
Aspiration_Contrast,zh-ch,找吵,zhao3-chao3,2,3,32,Medium,找找吵，吵吵找,Aspiration: zh vs ch
Aspiration_Contrast,j-q,界切,jie4-qie4,2,4,32,Medium,界界切，切切界,Aspiration: j vs q
Aspiration_Contrast,b-p,办叛,ban4-pan4,2,4,28,Medium,办办叛，叛叛办,Aspiration: b vs p
Aspiration_Contrast,zh-ch,周抽,zhou1-chou1,2,1,28,Medium,周周抽，抽抽周,Aspiration: zh vs ch
Aspiration_Contrast,j-q,脚巧,jiao3-qiao3,2,3,28,Medium,脚脚巧，巧巧脚,Aspiration: j vs q
Aspiration_Contrast,zh-ch,专穿,zhuan1-chuan1,2,1,28,Medium,专专穿，穿穿专,Aspiration: zh vs ch
Aspiration_Contrast,b-p,保跑,bao3-pao3,2,3,27,Medium,保保跑，跑跑保,Aspiration: b vs p
Aspiration_Contrast,g-k,刚康,gang1-kang1,2,1,27,Medium,刚刚康，康康刚,Aspiration: g vs k
Aspiration_Contrast,b-p,补普,bu3-pu3,2,3,26,Medium,补补普，普普补,Aspiration: b vs p
Aspiration_Contrast,j-q,激期,ji1-qi1,2,1,25,Medium,激激期，期期激,Aspiration: j vs q
Aspiration_Contrast,d-t,底体,di3-ti3,2,3,25,Medium,底底体，体体底,Aspiration: d vs t
Aspiration_Contrast,g-k,关宽,guan1-kuan1,2,1,25,Medium,关关宽，宽宽关,Aspiration: g vs k
Aspiration_Contrast,b-p,爸怕,ba4-pa4,2,4,24,Medium,爸爸怕，怕怕爸,Aspiration: b vs p
Aspiration_Contrast,j-q,举取,ju3-qu3,2,3,24,Medium,举举取，取取举,Aspiration: j vs q
Aspiration_Contrast,z-c,早草,zao3-cao3,2,3,22,Medium,早早草，草草早,Aspiration: z vs c
Aspiration_Contrast,b-p,鼻皮,bi2-pi2,2,2,22,Medium,鼻鼻皮，皮皮鼻,Aspiration: b vs p
Aspiration_Contrast,d-t,当汤,dang1-tang1,2,1,22,Medium,当当汤，汤汤当,Aspiration: d vs t
Aspiration_Contrast,zh-ch,装窗,zhuang1-chuang1,2,1,21,Medium,装装窗，窗窗装,Aspiration: zh vs ch
Aspiration_Contrast,zh-ch,主楚,zhu3-chu3,2,3,21,Medium,主主楚，楚楚主,Aspiration: zh vs ch
Aspiration_Contrast,zh-ch,帚丑,zhou3-chou3,2,3,20,Medium,帚帚丑，丑丑帚,Aspiration: zh vs ch
Aspiration_Contrast,zh-ch,遮车,zhe1-che1,2,1,20,Medium,遮遮车，车车遮,Aspiration: zh vs ch
Aspiration_Contrast,g-k,共控,gong4-kong4,2,4,19,Medium,共共控，控控共,Aspiration: g vs k
Aspiration_Contrast,zh-ch,炸差,zha4-cha4,2,4,17,Medium,炸炸差，差差炸,Aspiration: zh vs ch
Aspiration_Contrast,d-t,掉跳,diao4-tiao4,2,4,17,Medium,掉掉跳，跳跳掉,Aspiration: d vs t
Aspiration_Contrast,j-q,简浅,jian3-qian3,2,3,17,Medium,简简浅，浅浅简,Aspiration: j vs q
Aspiration_Contrast,j-q,静庆,jing4-qing4,2,4,17,Medium,静静庆，庆庆静,Aspiration: j vs q
Aspiration_Contrast,g-k,瓜夸,gua1-kua1,2,1,17,Medium,瓜瓜夸，夸夸瓜,Aspiration: g vs k
Aspiration_Contrast,j-q,将腔,jiang1-qiang1,2,1,16,Medium,将将腔，腔腔将,Aspiration: j vs q
Aspiration_Contrast,d-t,独图,du2-tu2,2,2,16,Medium,独独图，图图独,Aspiration: d vs t
Aspiration_Contrast,d-t,顶挺,ding3-ting3,2,3,16,Medium,顶顶挺，挺挺顶,Aspiration: d vs t
Aspiration_Contrast,d-t,堆推,dui1-tui1,2,1,16,Medium,堆堆推，推推堆,Aspiration: d vs t
Aspiration_Contrast,b-p,必屁,bi4-pi4,2,4,15,Medium,必必屁，屁屁必,Aspiration: b vs p
Aspiration_Contrast,b-p,表瞟,biao3-piao3,2,3,15,Medium,表表瞟，瞟瞟表,Aspiration: b vs p
Aspiration_Contrast,zh-ch,咒臭,zhou4-chou4,2,4,14,Medium,咒咒臭，臭臭咒,Aspiration: zh vs ch
Aspiration_Contrast,z-c,仔采,zai3-cai3,2,3,14,Medium,仔仔采，采采仔,Aspiration: z vs c
Aspiration_Contrast,g-k,胳棵,ge1-ke1,2,1,14,Medium,胳胳棵，棵棵胳,Aspiration: g vs k
Aspiration_Contrast,j-q,交敲,jiao1-qiao1,2,1,14,Medium,交交敲，敲敲交,Aspiration: j vs q
Aspiration_Contrast,zh-ch,治翅,zhi4-chi4,2,4,13,Medium,治治翅，翅翅治,Aspiration: zh vs ch
Aspiration_Contrast,d-t,挡躺,dang3-tang3,2,3,12,Medium,挡挡躺，躺躺挡,Aspiration: d vs t
Aspiration_Contrast,b-p,包抛,bao1-pao1,2,1,12,Medium,包包抛，抛抛包,Aspiration: b vs p
Aspiration_Contrast,zh-ch,准蠢,zhun3-chun3,2,3,12,Medium,准准蠢，蠢蠢准,Aspiration: zh vs ch
Aspiration_Contrast,b-p,棒胖,bang4-pang4,2,4,11,Medium,棒棒胖，胖胖棒,Aspiration: b vs p
Aspiration_Contrast,g-k,姑哭,gu1-ku1,2,1,11,Medium,姑姑哭，哭哭姑,Aspiration: g vs k
Aspiration_Contrast,d-t,斗透,dou4-tou4,2,4,11,Medium,斗斗透，透透斗,Aspiration: d vs t
Aspiration_Contrast,g-k,顾库,gu4-ku4,2,4,10,Medium,顾顾库，库库顾,Aspiration: g vs k
Aspiration_Contrast,zh-ch,争撑,zheng1-cheng1,2,1,10,Medium,争争撑，撑撑争,Aspiration: zh vs ch
Aspiration_Contrast,g-k,挂跨,gua4-kua4,2,4,10,Medium,挂挂跨，跨跨挂,Aspiration: g vs k
Aspiration_Contrast,d-t,单瘫,dan1-tan1,2,1,10,Medium,单单瘫，瘫瘫单,Aspiration: d vs t
Aspiration_Contrast,z-c,踪匆,zong1-cong1,2,1,10,Medium,踪踪匆，匆匆踪,Aspiration: z vs c
Aspiration_Contrast,zh-ch,烛除,zhu2-chu2,2,2,10,Medium,烛烛除，除除烛,Aspiration: zh vs ch
Aspiration_Contrast,j-q,警请,jing3-qing3,2,3,10,Medium,警警请，请请警,Aspiration: j vs q
Aspiration_Contrast,j-q,解且,jie3-qie3,2,3,10,Medium,解解且，且且解,Aspiration: j vs q
Aspiration_Contrast,g-k,古苦,gu3-ku3,2,3,9,Medium,古古苦，苦苦古,Aspiration: g vs k
Aspiration_Contrast,b-p,标漂,biao1-piao1,2,1,9,Medium,标标漂，漂漂标,Aspiration: b vs p
Aspiration_Contrast,b-p,抱炮,bao4-pao4,2,4,8,Medium,抱抱炮，炮炮抱,Aspiration: b vs p
Aspiration_Contrast,g-k,柜愧,gui4-kui4,2,4,8,Medium,柜柜愧，愧愧柜,Aspiration: g vs k
Aspiration_Contrast,g-k,搞考,gao3-kao3,2,3,8,Medium,搞搞考，考考搞,Aspiration: g vs k
Aspiration_Contrast,d-t,叨掏,dao1-tao1,2,1,8,Medium,叨叨掏，掏掏叨,Aspiration: d vs t
Aspiration_Contrast,d-t,呆胎,dai1-tai1,2,1,7,Medium,呆呆胎，胎胎呆,Aspiration: d vs t
Aspiration_Contrast,z-c,糟糙,zao1-cao1,2,1,7,Medium,糟糟糙，糙糙糟,Aspiration: z vs c
Aspiration_Contrast,b-p,薄袍,bao2-pao2,2,2,7,Medium,薄薄袍，袍袍薄,Aspiration: b vs p
Aspiration_Contrast,b-p,拔爬,ba2-pa2,2,2,7,Medium,拔拔爬，爬爬拔,Aspiration: b vs p
Aspiration_Contrast,z-c,钻蹿,zuan1-cuan1,2,1,7,Medium,钻钻蹿，蹿蹿钻,Aspiration: z vs c
Aspiration_Contrast,b-p,败派,bai4-pai4,2,4,6,Medium,败败派，派派败,Aspiration: b vs p
Aspiration_Contrast,z-c,紫此,zi3-ci3,2,3,6,Medium,紫紫此，此此紫,Aspiration: z vs c
Aspiration_Contrast,b-p,宾拼,bin1-pin1,2,1,6,Medium,宾宾拼，拼拼宾,Aspiration: b vs p
Aspiration_Contrast,d-t,懂统,dong3-tong3,2,3,6,Medium,懂懂统，统统懂,Aspiration: d vs t
Aspiration_Contrast,g-k,逛况,guang4-kuang4,2,4,6,Medium,逛逛况，况况逛,Aspiration: g vs k
Aspiration_Contrast,zh-ch,扎叉,zha1-cha1,2,1,5,Medium,扎扎叉，叉叉扎,Aspiration: zh vs ch
Aspiration_Contrast,j-q,鞠曲,ju1-qu1,2,1,5,Medium,鞠鞠曲，曲曲鞠,Aspiration: j vs q
Aspiration_Contrast,zh-ch,盏产,zhan3-chan3,2,3,5,Medium,盏盏产，产产盏,Aspiration: zh vs ch
Aspiration_Contrast,z-c,灾猜,zai1-cai1,2,1,5,Medium,灾灾猜，猜猜灾,Aspiration: z vs c
Aspiration_Contrast,d-t,跌贴,die1-tie1,2,1,5,Medium,跌跌贴，贴贴跌,Aspiration: d vs t
Aspiration_Contrast,d-t,叼挑,diao1-tiao1,2,1,5,Medium,叼叼挑，挑挑叼,Aspiration: d vs t
Aspiration_Contrast,zh-ch,追吹,zhui1-chui1,2,1,5,Medium,追追吹，吹吹追,Aspiration: zh vs ch
Aspiration_Contrast,g-k,嘎咔,ga1-ka1,2,1,4,Medium,嘎嘎咔，咔咔嘎,Aspiration: g vs k
Aspiration_Contrast,b-p,绷砰,beng1-peng1,2,1,4,Medium,绷绷砰，砰砰绷,Aspiration: b vs p
Aspiration_Contrast,b-p,逼噼,bi1-pi1,2,1,3,Medium,逼逼噼，噼噼逼,Aspiration: b vs p
Aspiration_Contrast,d-t,荡趟,dang4-tang4,2,4,3,Medium,荡荡趟，趟趟荡,Aspiration: d vs t
Aspiration_Contrast,zh-ch,者扯,zhe3-che3,2,3,3,Medium,者者扯，扯扯者,Aspiration: zh vs ch
Aspiration_Contrast,d-t,夺驼,duo2-tuo2,2,2,3,Medium,夺夺驼，驼驼夺,Aspiration: d vs t
Aspiration_Contrast,g-k,尴刊,gan1-kan1,2,1,3,Medium,尴尴刊，刊刊尴,Aspiration: g vs k
Aspiration_Contrast,zh-ch,招超,zhao1-chao1,2,1,3,Medium,招招超，超超招,Aspiration: zh vs ch
Aspiration_Contrast,d-t,胆毯,dan3-tan3,2,3,2,Medium,胆胆毯，毯毯胆,Aspiration: d vs t
Aspiration_Contrast,d-t,赌吐,du3-tu3,2,3,2,Medium,赌赌吐，吐吐赌,Aspiration: d vs t
Aspiration_Contrast,g-k,规亏,gui1-kui1,2,1,2,Medium,规规亏，亏亏规,Aspiration: g vs k
Aspiration_Contrast,d-t,敦吞,dun1-tun1,2,1,2,Medium,敦敦吞，吞吞敦,Aspiration: d vs t
Aspiration_Contrast,g-k,改凯,gai3-kai3,2,3,1,Medium,改改凯，凯凯改,Aspiration: g vs k
