Order Number,Item,Pinyin,Frequency,Choice_Tone1,Choice_Tone2,Choice_Tone3,Choice_Tone4,Choice_Neutral,Correct_Answer
1225,蹿,cuan1,4,cuan1,cuan2,cuan3,cuan4,cuan,cuan1
1226,躬,gong1,4,gong1,gong2,gong3,gong4,gong,gong1
1227,软,ruan3,4,ruan1,ruan2,ruan3,ruan4,ruan,ruan3
1228,返,fan3,4,fan1,fan2,fan3,fan4,fan,fan3
1229,遗,yi2,4,yi1,yi2,yi3,yi4,yi,yi2
1230,锁,suo3,4,suo1,suo2,suo3,suo4,suo,suo3
1231,阳,yang2,4,yang1,yang2,yang3,yang4,yang,yang2
1232,预,yu4,4,yu1,yu2,yu3,yu4,yu,yu4
1233,风,feng1,4,feng1,feng2,feng3,feng4,feng,feng1
1234,乌,wu1,3,wu1,wu2,wu3,wu4,wu,wu1
1235,习,xi2,3,xi1,xi2,xi3,xi4,xi,xi2
1236,亚,ya4,3,ya1,ya2,ya3,ya4,ya,ya4
1237,亡,wang2,3,wang1,wang2,wang3,wang4,wang,wang2
1238,佬,lao3,3,lao1,lao2,lao3,lao4,lao,lao3
1239,僵,jiang1,3,jiang1,jiang2,jiang3,jiang4,jiang,jiang1
1240,划,hua4,3,hua1,hua2,hua3,hua4,hua,hua4
1241,则,ze2,3,ze1,ze2,ze3,ze4,ze,ze2
1242,剂,ji4,3,ji1,ji2,ji3,ji4,ji,ji4
1243,印,yin4,3,yin1,yin2,yin3,yin4,yin,yin4
1244,叛,pan4,3,pan1,pan2,pan3,pan4,pan,pan4
1245,号,hao4,3,hao1,hao2,hao3,hao4,hao,hao4
1246,咽,yan4,3,yan1,yan2,yan3,yan4,yan,yan4
1247,哐,kuang1,3,kuang1,kuang2,kuang3,kuang4,kuang,kuang1
1248,哥,ge1,3,ge1,ge2,ge3,ge4,ge,ge1
1249,唾,tuo4,3,tuo1,tuo2,tuo3,tuo4,tuo,tuo4
1250,嗅,xiu4,3,xiu1,xiu2,xiu3,xiu4,xiu,xiu4
1251,噗,pu1,3,pu1,pu2,pu3,pu4,pu,pu1
1252,嚷,rang3,3,rang1,rang2,rang3,rang4,rang,rang3
1253,囊,nang2,3,nang1,nang2,nang3,nang4,nang,nang2
1254,困,kun4,3,kun1,kun2,kun3,kun4,kun,kun4
1255,固,gu4,3,gu1,gu2,gu3,gu4,gu,gu4
1256,墓,mu4,3,mu1,mu2,mu3,mu4,mu,mu4
1257,夕,xi1,3,xi1,xi2,xi3,xi4,xi,xi1
1258,奖,jiang3,3,jiang1,jiang2,jiang3,jiang4,jiang,jiang3
1259,妻,qi1,3,qi1,qi2,qi3,qi4,qi,qi1
1260,姐,jie3,3,jie1,jie2,jie3,jie4,jie,jie3
1261,姜,jiang1,3,jiang1,jiang2,jiang3,jiang4,jiang,jiang1
1262,媚,mei4,3,mei1,mei2,mei3,mei4,mei,mei4
1263,宴,yan4,3,yan1,yan2,yan3,yan4,yan,yan4
1264,尘,chen2,3,chen1,chen2,chen3,chen4,chen,chen2
1265,尸,shi1,3,shi1,shi2,shi3,shi4,shi,shi1
1266,幸,xing4,3,xing1,xing2,xing3,xing4,xing,xing4
1267,式,shi4,3,shi1,shi2,shi3,shi4,shi,shi4
1268,引,yin3,3,yin1,yin2,yin3,yin4,yin,yin3
1269,弥,mi2,3,mi1,mi2,mi3,mi4,mi,mi2
1270,弱,ruo4,3,ruo1,ruo2,ruo3,ruo4,ruo,ruo4
1271,惠,hui4,3,hui1,hui2,hui3,hui4,hui,hui4
1272,惧,ju4,3,ju1,ju2,ju3,ju4,ju,ju4
1273,愚,yu2,3,yu1,yu2,yu3,yu4,yu,yu2
1274,慰,wei4,3,wei1,wei2,wei3,wei4,wei,wei4
1275,懂,dong3,3,dong1,dong2,dong3,dong4,dong,dong3
1276,批,pi1,3,pi1,pi2,pi3,pi4,pi,pi1
1277,拥,yong1,3,yong1,yong2,yong3,yong4,yong,yong1
1278,拨,bo1,3,bo1,bo2,bo3,bo4,bo,bo1
1279,择,ze2,3,ze1,ze2,ze3,ze4,ze,ze2
1280,拽,zhuai1,3,zhuai1,zhuai2,zhuai3,zhuai4,zhuai,zhuai1
1281,捋,lv3,3,lv1,lv2,lv3,lv4,lv,lv3
1282,揉,rou2,3,rou1,rou2,rou3,rou4,rou,rou2
1283,搐,chu4,3,chu1,chu2,chu3,chu4,chu,chu4
1284,既,ji4,3,ji1,ji2,ji3,ji4,ji,ji4
1285,映,ying4,3,ying1,ying2,ying3,ying4,ying,ying4
1286,晕,yun1,3,yun1,yun2,yun3,yun4,yun,yun1
1287,晰,xi1,3,xi1,xi2,xi3,xi4,xi,xi1
1288,曲,qu1,3,qu1,qu2,qu3,qu4,qu,qu1
1289,架,jia4,3,jia1,jia2,jia3,jia4,jia,jia4
1290,武,wu3,3,wu1,wu2,wu3,wu4,wu,wu3
1291,沫,mo4,3,mo1,mo2,mo3,mo4,mo,mo4
1292,油,you2,3,you1,you2,you3,you4,you,you2
1293,沿,yan2,3,yan1,yan2,yan3,yan4,yan,yan2
1294,浅,qian3,3,qian1,qian2,qian3,qian4,qian,qian3
1295,浮,fu2,3,fu1,fu2,fu3,fu4,fu,fu2
1296,涂,tu2,3,tu1,tu2,tu3,tu4,tu,tu2
1297,淡,dan4,3,dan1,dan2,dan3,dan4,dan,dan4
1298,温,wen1,3,wen1,wen2,wen3,wen4,wen,wen1
1299,炮,pao4,3,pao1,pao2,pao3,pao4,pao,pao4
1300,烛,zhu2,3,zhu1,zhu2,zhu3,zhu4,zhu,zhu2
1301,烟,yan1,3,yan1,yan2,yan3,yan4,yan,yan1
1302,犹,you2,3,you1,you2,you3,you4,you,you2
1303,琦,qi2,3,qi1,qi2,qi3,qi4,qi,qi2
1304,瓦,wa3,3,wa1,wa2,wa3,wa4,wa,wa3
1305,甲,jia3,3,jia1,jia2,jia3,jia4,jia,jia3
1306,番,fan1,3,fan1,fan2,fan3,fan4,fan,fan1
1307,盆,pen2,3,pen1,pen2,pen3,pen4,pen,pen2
1308,盏,zhan3,3,zhan1,zhan2,zhan3,zhan4,zhan,zhan3
1309,盒,he2,3,he1,he2,he3,he4,he,he2
1310,研,yan2,3,yan1,yan2,yan3,yan4,yan,yan2
1311,砸,za2,3,za1,za2,za3,za4,za,za2
1312,碗,wan3,3,wan1,wan2,wan3,wan4,wan,wan3
1313,示,shi4,3,shi1,shi2,shi3,shi4,shi,shi4
1314,社,she4,3,she1,she2,she3,she4,she,she4
1315,粉,fen3,3,fen1,fen2,fen3,fen4,fen,fen3
1316,紫,zi3,3,zi1,zi2,zi3,zi4,zi,zi3
1317,累,lei4,3,lei1,lei2,lei3,lei4,lei,lei4
1318,练,lian4,3,lian1,lian2,lian3,lian4,lian,lian4
1319,组,zu3,3,zu1,zu2,zu3,zu4,zu,zu3
1320,绊,ban4,3,ban1,ban2,ban3,ban4,ban,ban4
1321,绵,mian2,3,mian1,mian2,mian3,mian4,mian,mian2
1322,绷,beng1,3,beng1,beng2,beng3,beng4,beng,beng1
1323,缘,yuan2,3,yuan1,yuan2,yuan3,yuan4,yuan,yuan2
1324,缠,chan2,3,chan1,chan2,chan3,chan4,chan,chan2
1325,者,zhe3,3,zhe1,zhe2,zhe3,zhe4,zhe,zhe3
1326,聪,cong1,3,cong1,cong2,cong3,cong4,cong,cong1
1327,肉,rou4,3,rou1,rou2,rou3,rou4,rou,rou4
1328,肚,du4,3,du1,du2,du3,du4,du,du4
1329,胎,tai1,3,tai1,tai2,tai3,tai4,tai,tai1
1330,胞,bao1,3,bao1,bao2,bao3,bao4,bao,bao1
1331,脆,cui4,3,cui1,cui2,cui3,cui4,cui,cui4
1332,腰,yao1,3,yao1,yao2,yao3,yao4,yao,yao1
1333,获,huo4,3,huo1,huo2,huo3,huo4,huo,huo4
1334,著,zhu4,3,zhu1,zhu2,zhu3,zhu4,zhu,zhu4
1335,蘸,zhan4,3,zhan1,zhan2,zhan3,zhan4,zhan,zhan4
1336,蜡,la4,3,la1,la2,la3,la4,la,la4
1337,蠢,chun3,3,chun1,chun2,chun3,chun4,chun,chun3
1338,袭,xi2,3,xi1,xi2,xi3,xi4,xi,xi2
1339,规,gui1,3,gui1,gui2,gui3,gui4,gui,gui1
1340,训,xun4,3,xun1,xun2,xun3,xun4,xun,xun4
1341,讽,feng3,3,feng1,feng2,feng3,feng4,feng,feng3
1342,谢,xie4,3,xie1,xie2,xie3,xie4,xie,xie4
1343,豫,yu4,3,yu1,yu2,yu3,yu4,yu,yu4
1344,赌,du3,3,du1,du2,du3,du4,du,du3
1345,跪,gui4,3,gui1,gui2,gui3,gui4,gui,gui4
1346,躁,zao4,3,zao1,zao2,zao3,zao4,zao,zao4
1347,辜,gu1,3,gu1,gu2,gu3,gu4,gu,gu1
1348,迅,xun4,3,xun1,xun2,xun3,xun4,xun,xun4
1349,遭,zao1,3,zao1,zao2,zao3,zao4,zao,zao1
1350,邪,xie2,3,xie1,xie2,xie3,xie4,xie,xie2
1351,酷,ku4,3,ku1,ku2,ku3,ku4,ku,ku4
1352,釜,fu3,3,fu1,fu2,fu3,fu4,fu,fu3
1353,铺,pu4,3,pu1,pu2,pu3,pu4,pu,pu4
1354,阁,ge2,3,ge1,ge2,ge3,ge4,ge,ge2
1355,零,ling2,3,ling1,ling2,ling3,ling4,ling,ling2
1356,颊,jia2,3,jia1,jia2,jia3,jia4,jia,jia2
1357,颗,ke1,3,ke1,ke2,ke3,ke4,ke,ke1
1358,饶,rao2,3,rao1,rao2,rao3,rao4,rao,rao2
1359,饿,e4,3,e1,e2,e3,e4,e,e4
1360,首,shou3,3,shou1,shou2,shou3,shou4,shou,shou3
1361,鲜,xian1,3,xian1,xian2,xian3,xian4,xian,xian1
1362,鸟,niao3,3,niao1,niao2,niao3,niao4,niao,niao3
1363,齿,chi3,3,chi1,chi2,chi3,chi4,chi,chi3
1364,丁,ding1,2,ding1,ding2,ding3,ding4,ding,ding1
1365,丑,chou3,2,chou1,chou2,chou3,chou4,chou,chou3
1366,丢,diu1,2,diu1,diu2,diu3,diu4,diu,diu1
1367,临,lin2,2,lin1,lin2,lin3,lin4,lin,lin2
1368,九,jiu3,2,jiu1,jiu2,jiu3,jiu4,jiu,jiu3
1369,仅,jin3,2,jin1,jin2,jin3,jin4,jin,jin3
1370,仆,pu1,2,pu1,pu2,pu3,pu4,pu,pu1
1371,众,zhong4,2,zhong1,zhong2,zhong3,zhong4,zhong,zhong4
1372,伦,lun2,2,lun1,lun2,lun3,lun4,lun,lun2
1373,伴,ban4,2,ban1,ban2,ban3,ban4,ban,ban4
1374,佐,zuo3,2,zuo1,zuo2,zuo3,zuo4,zuo,zuo3
1375,修,xiu1,2,xiu1,xiu2,xiu3,xiu4,xiu,xiu1
1376,俯,fu3,2,fu1,fu2,fu3,fu4,fu,fu3
1377,倦,juan4,2,juan1,juan2,juan3,juan4,juan,juan4
1378,军,jun1,2,jun1,jun2,jun3,jun4,jun,jun1
1379,冠,guan1,2,guan1,guan2,guan3,guan4,guan,guan1
1380,冥,ming2,2,ming1,ming2,ming3,ming4,ming,ming2
1381,冻,dong4,2,dong1,dong2,dong3,dong4,dong,dong4
1382,凡,fan2,2,fan1,fan2,fan3,fan4,fan,fan2
1383,凭,ping2,2,ping1,ping2,ping3,ping4,ping,ping2
1384,凳,deng4,2,deng1,deng2,deng3,deng4,deng,deng4
1385,凶,xiong1,2,xiong1,xiong2,xiong3,xiong4,xiong,xiong1
1386,勉,mian3,2,mian1,mian2,mian3,mian4,mian,mian3
1387,区,qu1,2,qu1,qu2,qu3,qu4,qu,qu1
1388,卫,wei4,2,wei1,wei2,wei3,wei4,wei,wei4
1389,历,li4,2,li1,li2,li3,li4,li,li4
1390,叨,dao1,2,dao1,dao2,dao3,dao4,dao,dao1
1391,召,zhao4,2,zhao1,zhao2,zhao3,zhao4,zhao,zhao4
1392,叶,ye4,2,ye1,ye2,ye3,ye4,ye,ye4
1393,叽,ji1,2,ji1,ji2,ji3,ji4,ji,ji1
1394,吐,tu3,2,tu1,tu2,tu3,tu4,tu,tu3
1395,吞,tun1,2,tun1,tun2,tun3,tun4,tun,tun1
1396,否,fou3,2,fou1,fou2,fou3,fou4,fou,fou3
1397,吱,zhi1,2,zhi1,zhi2,zhi3,zhi4,zhi,zhi1
1398,吵,chao3,2,chao1,chao2,chao3,chao4,chao,chao3
1399,哀,ai1,2,ai1,ai2,ai3,ai4,ai,ai1
1400,哆,duo1,2,duo1,duo2,duo3,duo4,duo,duo1
1401,唤,huan4,2,huan1,huan2,huan3,huan4,huan,huan4
1402,商,shang1,2,shang1,shang2,shang3,shang4,shang,shang1
1403,啤,pi2,2,pi1,pi2,pi3,pi4,pi,pi2
1404,喳,zha1,2,zha1,zha2,zha3,zha4,zha,zha1
1405,嗦,suo,2,suo1,suo2,suo3,suo4,suo,suo
1406,嘀,di2,2,di1,di2,di3,di4,di,di2
1407,嘎,ga1,2,ga1,ga2,ga3,ga4,ga,ga1
1408,噩,e4,2,e1,e2,e3,e4,e,e4
1409,堵,du3,2,du1,du2,du3,du4,du,du3
1410,壶,hu2,2,hu1,hu2,hu3,hu4,hu,hu2
1411,央,yang1,2,yang1,yang2,yang3,yang4,yang,yang1
1412,奥,ao4,2,ao1,ao2,ao3,ao4,ao,ao4
1413,妹,mei4,2,mei1,mei2,mei3,mei4,mei,mei4
1414,姬,ji1,2,ji1,ji2,ji3,ji4,ji,ji1
1415,娃,wa2,2,wa1,wa2,wa3,wa4,wa,wa2
1416,存,cun2,2,cun1,cun2,cun3,cun4,cun,cun2
1417,孤,gu1,2,gu1,gu2,gu3,gu4,gu,gu1
1418,宫,gong1,2,gong1,gong2,gong3,gong4,gong,gong1
1419,宾,bin1,2,bin1,bin2,bin3,bin4,bin,bin1
1420,寄,ji4,2,ji1,ji2,ji3,ji4,ji,ji4
1421,局,ju2,2,ju1,ju2,ju3,ju4,ju,ju2
1422,屉,ti4,2,ti1,ti2,ti3,ti4,ti,ti4
1423,展,zhan3,2,zhan1,zhan2,zhan3,zhan4,zhan,zhan3
1424,属,shu3,2,shu1,shu2,shu3,shu4,shu,shu3
1425,巾,jin1,2,jin1,jin2,jin3,jin4,jin,jin1
1426,币,bi4,2,bi1,bi2,bi3,bi4,bi,bi4
1427,帘,lian2,2,lian1,lian2,lian3,lian4,lian,lian2
1428,帝,di4,2,di1,di2,di3,di4,di,di4
1429,帷,wei2,2,wei1,wei2,wei3,wei4,wei,wei2
1430,幕,mu4,2,mu1,mu2,mu3,mu4,mu,mu4
1431,广,guang3,2,guang1,guang2,guang3,guang4,guang,guang3
1432,弹,dan4,2,dan1,dan2,dan3,dan4,dan,dan4
1433,彼,bi3,2,bi1,bi2,bi3,bi4,bi,bi3
1434,态,tai4,2,tai1,tai2,tai3,tai4,tai,tai4
1435,恕,shu4,2,shu1,shu2,shu3,shu4,shu,shu4
1436,悚,song3,2,song1,song2,song3,song4,song,song3
1437,悠,you1,2,you1,you2,you3,you4,you,you1
1438,悲,bei1,2,bei1,bei2,bei3,bei4,bei,bei1
1439,惑,huo4,2,huo1,huo2,huo3,huo4,huo,huo4
1440,惹,re3,2,re1,re2,re3,re4,re,re3
1441,愁,chou2,2,chou1,chou2,chou3,chou4,chou,chou2
1442,愕,e4,2,e1,e2,e3,e4,e,e4
1443,慈,ci2,2,ci1,ci2,ci3,ci4,ci,ci2
1444,懒,lan3,2,lan1,lan2,lan3,lan4,lan,lan3
1445,戏,xi4,2,xi1,xi2,xi3,xi4,xi,xi4
1446,执,zhi2,2,zhi1,zhi2,zhi3,zhi4,zhi,zhi2
1447,披,pi1,2,pi1,pi2,pi3,pi4,pi,pi1
1448,抵,di3,2,di1,di2,di3,di4,di,di3
1449,拄,zhu3,2,zhu1,zhu2,zhu3,zhu4,zhu,zhu3
1450,拇,mu3,2,mu1,mu2,mu3,mu4,mu,mu3
1451,拴,shuan1,2,shuan1,shuan2,shuan3,shuan4,shuan,shuan1
1452,按,an4,2,an1,an2,an3,an4,an,an4
1453,挑,tiao1,2,tiao1,tiao2,tiao3,tiao4,tiao,tiao1
1454,挺,ting3,2,ting1,ting2,ting3,ting4,ting,ting3
1455,捏,nie1,2,nie1,nie2,nie3,nie4,nie,nie1
1456,措,cuo4,2,cuo1,cuo2,cuo3,cuo4,cuo,cuo4
1457,搭,da1,2,da1,da2,da3,da4,da,da1
1458,摞,luo4,2,luo1,luo2,luo3,luo4,luo,luo4
1459,撕,si1,2,si1,si2,si3,si4,si,si1
1460,擤,xing3,2,xing1,xing2,xing3,xing4,xing,xing3
1461,散,san4,2,san1,san2,san3,san4,san,san4
1462,敦,dun1,2,dun1,dun2,dun3,dun4,dun,dun1
1463,料,liao4,2,liao1,liao2,liao3,liao4,liao,liao4
1464,族,zu2,2,zu1,zu2,zu3,zu4,zu,zu2
1465,昨,zuo2,2,zuo1,zuo2,zuo3,zuo4,zuo,zuo2
1466,杂,za2,2,za1,za2,za3,za4,za,za2
1467,村,cun1,2,cun1,cun2,cun3,cun4,cun,cun1
1468,枚,mei2,2,mei1,mei2,mei3,mei4,mei,mei2
1469,栅,zha4,2,zha1,zha2,zha3,zha4,zha,zha4
1470,栏,lan2,2,lan1,lan2,lan3,lan4,lan,lan2
1471,检,jian3,2,jian1,jian2,jian3,jian4,jian,jian3
1472,棚,peng2,2,peng1,peng2,peng3,peng4,peng,peng2
1473,欣,xin1,2,xin1,xin2,xin3,xin4,xin,xin1
1474,欲,yu4,2,yu1,yu2,yu3,yu4,yu,yu4
1475,歪,wai1,2,wai1,wai2,wai3,wai4,wai,wai1
1476,残,can2,2,can1,can2,can3,can4,can,can2
1477,泥,ni2,2,ni1,ni2,ni3,ni4,ni,ni2
1478,泪,lei4,2,lei1,lei2,lei3,lei4,lei,lei4
1479,渐,jian4,2,jian1,jian2,jian3,jian4,jian,jian4
1480,滋,zi1,2,zi1,zi2,zi3,zi4,zi,zi1
1481,滚,gun3,2,gun1,gun2,gun3,gun4,gun,gun3
1482,滴,di1,2,di1,di2,di3,di4,di,di1
1483,漏,lou4,2,lou1,lou2,lou3,lou4,lou,lou4
1484,灌,guan4,2,guan1,guan2,guan3,guan4,guan,guan4
1485,灭,mie4,2,mie1,mie2,mie3,mie4,mie,mie4
1486,灿,can4,2,can1,can2,can3,can4,can,can4
1487,烤,kao3,2,kao1,kao2,kao3,kao4,kao,kao3
1488,煞,sha1,2,sha1,sha2,sha3,sha4,sha,sha1
1489,爪,zhao3,2,zhao1,zhao2,zhao3,zhao4,zhao,zhao3
1490,牡,mu3,2,mu1,mu2,mu3,mu4,mu,mu3
1491,犯,fan4,2,fan1,fan2,fan3,fan4,fan,fan4
1492,玛,ma3,2,ma1,ma2,ma3,ma4,ma,ma3
1493,甩,shuai3,2,shuai1,shuai2,shuai3,shuai4,shuai,shuai3
1494,瘫,tan1,2,tan1,tan2,tan3,tan4,tan,tan1
1495,益,yi4,2,yi1,yi2,yi3,yi4,yi,yi4
1496,监,jian1,2,jian1,jian2,jian3,jian4,jian,jian1
1497,盼,pan4,2,pan1,pan2,pan3,pan4,pan,pan4
1498,磨,mo2,2,mo1,mo2,mo3,mo4,mo,mo2
1499,祸,huo4,2,huo1,huo2,huo3,huo4,huo,huo4
1500,私,si1,2,si1,si2,si3,si4,si,si1
1501,稀,xi1,2,xi1,xi2,xi3,xi4,xi,xi1
1502,程,cheng2,2,cheng1,cheng2,cheng3,cheng4,cheng,cheng2
1503,窝,wo1,2,wo1,wo2,wo3,wo4,wo,wo1
1504,笨,ben4,2,ben1,ben2,ben3,ben4,ben,ben4
1505,篱,li2,2,li1,li2,li3,li4,li,li2
1506,粪,fen4,2,fen1,fen2,fen3,fen4,fen,fen4
1507,糖,tang2,2,tang1,tang2,tang3,tang4,tang,tang2
1508,纠,jiu1,2,jiu1,jiu2,jiu3,jiu4,jiu,jiu1
1509,纯,chun2,2,chun1,chun2,chun3,chun4,chun,chun2
1510,绕,rao4,2,rao1,rao2,rao3,rao4,rao,rao4
1511,绳,sheng2,2,sheng1,sheng2,sheng3,sheng4,sheng,sheng2
1512,罩,zhao4,2,zhao1,zhao2,zhao3,zhao4,zhao,zhao4
1513,耷,da1,2,da1,da2,da3,da4,da,da1
1514,胀,zhang4,2,zhang1,zhang2,zhang3,zhang4,zhang,zhang4
1515,胁,xie2,2,xie1,xie2,xie3,xie4,xie,xie2
1516,腑,fu3,2,fu1,fu2,fu3,fu4,fu,fu3
1517,腕,wan4,2,wan1,wan2,wan3,wan4,wan,wan4
1518,腾,teng2,2,teng1,teng2,teng3,teng4,teng,teng2
1519,膛,tang2,2,tang1,tang2,tang3,tang4,tang,tang2
1520,茎,jing1,2,jing1,jing2,jing3,jing4,jing,jing1
1521,茸,rong1,2,rong1,rong2,rong3,rong4,rong,rong1
1522,荧,ying2,2,ying1,ying2,ying3,ying4,ying,ying2
1523,莉,li4,2,li1,li2,li3,li4,li,li4
1524,蒙,meng2,2,meng1,meng2,meng3,meng4,meng,meng2
1525,蓬,peng2,2,peng1,peng2,peng3,peng4,peng,peng2
1526,蔑,mie4,2,mie1,mie2,mie3,mie4,mie,mie4
1527,虚,xu1,2,xu1,xu2,xu3,xu4,xu,xu1
1528,蜜,mi4,2,mi1,mi2,mi3,mi4,mi,mi4
1529,蝇,ying2,2,ying1,ying2,ying3,ying4,ying,ying2
1530,袖,xiu4,2,xiu1,xiu2,xiu3,xiu4,xiu,xiu4
1531,裂,lie4,2,lie1,lie2,lie3,lie4,lie,lie4
1532,覆,fu4,2,fu1,fu2,fu3,fu4,fu,fu4
1533,詹,zhan1,2,zhan1,zhan2,zhan3,zhan4,zhan,zhan1
1534,计,ji4,2,ji1,ji2,ji3,ji4,ji,ji4
1535,诚,cheng2,2,cheng1,cheng2,cheng3,cheng4,cheng,cheng2
1536,谅,liang4,2,liang1,liang2,liang3,liang4,liang,liang4
1537,贺,he4,2,he1,he2,he3,he4,he,he4
1538,超,chao1,2,chao1,chao2,chao3,chao4,chao,chao1
1539,趟,tang4,2,tang1,tang2,tang3,tang4,tang,tang4
1540,跌,die1,2,die1,die2,die3,die4,die,die1
1541,跤,jiao1,2,jiao1,jiao2,jiao3,jiao4,jiao,jiao1
1542,踏,ta4,2,ta1,ta2,ta3,ta4,ta,ta4
1543,踩,cai3,2,cai1,cai2,cai3,cai4,cai,cai3
1544,蹬,deng1,2,deng1,deng2,deng3,deng4,deng,deng1
1545,较,jiao4,2,jiao1,jiao2,jiao3,jiao4,jiao,jiao4
1546,辈,bei4,2,bei1,bei2,bei3,bei4,bei,bei4
1547,辣,la4,2,la1,la2,la3,la4,la,la4
1548,违,wei2,2,wei1,wei2,wei3,wei4,wei,wei2
1549,逛,guang4,2,guang1,guang2,guang3,guang4,guang,guang4
1550,造,zao4,2,zao1,zao2,zao3,zao4,zao,zao4
1551,逼,bi1,2,bi1,bi2,bi3,bi4,bi,bi1
1552,遮,zhe1,2,zhe1,zhe2,zhe3,zhe4,zhe,zhe1
1553,避,bi4,2,bi1,bi2,bi3,bi4,bi,bi4
1554,锐,rui4,2,rui1,rui2,rui3,rui4,rui,rui4
1555,闹,nao4,2,nao1,nao2,nao3,nao4,nao,nao4
1556,附,fu4,2,fu1,fu2,fu3,fu4,fu,fu4
1557,陋,lou4,2,lou1,lou2,lou3,lou4,lou,lou4
1558,陪,pei2,2,pei1,pei2,pei3,pei4,pei,pei2
1559,雨,yu3,2,yu1,yu2,yu3,yu4,yu,yu3
1560,雪,xue3,2,xue1,xue2,xue3,xue4,xue,xue3
1561,页,ye4,2,ye1,ye2,ye3,ye4,ye,ye4
1562,飘,piao1,2,piao1,piao2,piao3,piao4,piao,piao1
1563,饰,shi4,2,shi1,shi2,shi3,shi4,shi,shi4
1564,饼,bing3,2,bing1,bing2,bing3,bing4,bing,bing3
1565,香,xiang1,2,xiang1,xiang2,xiang3,xiang4,xiang,xiang1
1566,骷,ku1,2,ku1,ku2,ku3,ku4,ku,ku1
1567,髅,lou2,2,lou1,lou2,lou3,lou4,lou,lou2
1568,鱼,yu2,2,yu1,yu2,yu3,yu4,yu,yu2
1569,鳞,lin2,2,lin1,lin2,lin3,lin4,lin,lin2
1570,鹿,lu4,2,lu1,lu2,lu3,lu4,lu,lu4
1571,鼹,yan3,2,yan1,yan2,yan3,yan4,yan,yan3
1572,丰,feng1,1,feng1,feng2,feng3,feng4,feng,feng1
1573,串,chuan4,1,chuan1,chuan2,chuan3,chuan4,chuan,chuan4
1574,亏,kui1,1,kui1,kui2,kui3,kui4,kui,kui1
1575,互,hu4,1,hu1,hu2,hu3,hu4,hu,hu4
1576,仓,cang1,1,cang1,cang2,cang3,cang4,cang,cang1
1577,仪,yi2,1,yi1,yi2,yi3,yi4,yi,yi2
1578,仰,yang3,1,yang1,yang2,yang3,yang4,yang,yang3
1579,伞,san3,1,san1,san2,san3,san4,san,san3
1580,估,gu1,1,gu1,gu2,gu3,gu4,gu,gu1
1581,佑,you4,1,you1,you2,you3,you4,you,you4
1582,余,yu2,1,yu1,yu2,yu3,yu4,yu,yu2
1583,供,gong1,1,gong1,gong2,gong3,gong4,gong,gong1
1584,依,yi1,1,yi1,yi2,yi3,yi4,yi,yi1
1585,侮,wu3,1,wu1,wu2,wu3,wu4,wu,wu3
1586,俱,ju4,1,ju1,ju2,ju3,ju4,ju,ju4
1587,倍,bei4,1,bei1,bei2,bei3,bei4,bei,bei4
1588,倾,qing1,1,qing1,qing2,qing3,qing4,qing,qing1
1589,健,jian4,1,jian1,jian2,jian3,jian4,jian,jian4
1590,偶,ou3,1,ou1,ou2,ou3,ou4,ou,ou3
1591,兆,zhao4,1,zhao1,zhao2,zhao3,zhao4,zhao,zhao4
1592,兢,jing1,1,jing1,jing2,jing3,jing4,jing,jing1
1593,兮,xi1,1,xi1,xi2,xi3,xi4,xi,xi1
1594,冽,lie4,1,lie1,lie2,lie3,lie4,lie,lie4
1595,凄,qi1,1,qi1,qi2,qi3,qi4,qi,qi1
1596,凉,liang2,1,liang1,liang2,liang3,liang4,liang,liang2
1597,凌,ling2,1,ling1,ling2,ling3,ling4,ling,ling2
1598,凛,lin3,1,lin1,lin2,lin3,lin4,lin,lin3
1599,凯,kai3,1,kai1,kai2,kai3,kai4,kai,kai3
1600,刀,dao1,1,dao1,dao2,dao3,dao4,dao,dao1
1601,刊,kan1,1,kan1,kan2,kan3,kan4,kan,kan1
1602,判,pan4,1,pan1,pan2,pan3,pan4,pan,pan4
1603,刹,sha1,1,sha1,sha2,sha3,sha4,sha,sha1
1604,削,xue1,1,xue1,xue2,xue3,xue4,xue,xue1
1605,剑,jian4,1,jian1,jian2,jian3,jian4,jian,jian4
1606,剜,wan1,1,wan1,wan2,wan3,wan4,wan,wan1
1607,剥,bo1,1,bo1,bo2,bo3,bo4,bo,bo1
1608,勃,bo2,1,bo1,bo2,bo3,bo4,bo,bo2
1609,勋,xun1,1,xun1,xun2,xun3,xun4,xun,xun1
1610,勺,shao2,1,shao1,shao2,shao3,shao4,shao,shao2
1611,勾,gou1,1,gou1,gou2,gou3,gou4,gou,gou1
1612,匈,xiong1,1,xiong1,xiong2,xiong3,xiong4,xiong,xiong1
1613,匹,pi3,1,pi1,pi2,pi3,pi4,pi,pi3
1614,卖,mai4,1,mai1,mai2,mai3,mai4,mai,mai4
1615,厄,e4,1,e1,e2,e3,e4,e,e4
1616,厕,ce4,1,ce1,ce2,ce3,ce4,ce,ce4
1617,吊,diao4,1,diao1,diao2,diao3,diao4,diao,diao4
1618,吩,fen1,1,fen1,fen2,fen3,fen4,fen,fen1
1619,呛,qiang1,1,qiang1,qiang2,qiang3,qiang4,qiang,qiang1
1620,咐,fu4,1,fu1,fu2,fu3,fu4,fu,fu4
1621,咝,si1,1,si1,si2,si3,si4,si,si1
